PlayerId,Year,Team Id,League Id,GP,Min,W,L,T/OL,ENG,SO,GA,SA,GR
9402,2023,4883,33,0,0,0,0,0,0,0,0,0,0
9402,2022,172,33,5,18025,2,2,1,1,0,12,166,78
9402,2021,172,33,6,20520,0,0,0,0,0,13,160,0
9402,2018,106,12,15,51300,0,0,0,0,0,36,462,0
9402,2017,106,12,3,10800,0,0,0,0,0,11,103,0
148487,2029,202,14,0,0,0,0,0,0,0,0,0,0
148487,2027,202,14,0,0,0,0,0,0,0,0,0,0
9473,2021,1901,147,4,13680,0,0,0,0,0,8,105,0
148520,2033,220,14,1,3600,0,1,0,0,0,6,43,55
148520,2033,220,14,2,7200,1,1,0,0,0,5,59,75
148520,2032,220,14,2,7113,1,1,0,0,0,5,49,62
148520,2031,220,14,3,11007,2,1,0,0,0,10,87,63
148520,2030,220,14,0,0,0,0,0,0,0,0,0,0
148520,2030,220,14,0,0,0,0,0,0,0,0,0,0
148527,2031,1368,32,0,0,0,0,0,0,0,0,0,0
148527,2028,104,12,3,8008,0,2,0,0,0,11,77,49
148527,2027,104,12,12,45551,7,5,0,0,0,36,335,63
9605,2031,629,9999,1,3600,0,1,0,0,0,5,51,85
9605,2030,628,6,7,24136,4,3,0,0,0,24,227,66
9605,2026,632,6,7,23448,3,3,1,1,0,24,233,67
9605,2024,629,6,5,16081,2,3,0,0,1,18,120,52
9605,2023,625,6,5,18769,2,0,3,0,2,12,151,76
9605,2023,625,9999,6,21600,4,2,0,0,1,15,207,79
9605,2022,625,6,9,32336,4,5,0,0,1,22,315,78
9605,2022,625,9999,8,25735,5,3,0,0,0,30,256,59
9605,2018,654,63,5,17100,0,0,0,0,0,15,150,0
157389,2030,105,12,3,10800,3,0,0,0,0,5,62,63
148542,2032,215,14,0,0,0,0,0,0,0,0,0,0
148542,2032,215,14,0,0,0,0,0,0,0,0,0,0
148542,2031,215,14,0,0,0,0,0,0,0,0,0,0
148554,2033,879,4,2,8446,0,1,1,0,0,5,94,84
148554,2033,879,9999,13,47137,12,1,0,1,0,30,300,61
