PlayerId,Year,Team Id,League Id,GP,Min,W,L,T/OL,ENG,SO,GA,SA,GR
29967,2024,1869,83,44,156831,25,18,1,2,1,120,1358,69
29967,2023,1477,83,36,121703,15,15,4,0,3,100,933,63
29967,2022,107,12,42,143628,17,19,4,4,4,128,1193,64
29967,2021,107,12,42,143640,0,0,0,0,0,154,1556,0
29967,2020,1876,83,21,71820,0,0,0,0,0,62,674,0
29967,2019,1876,83,15,51300,0,0,0,0,0,39,386,0
29967,2019,4808,249,2,7200,0,0,0,0,0,4,51,0
29967,2019,537,58,9,30780,0,0,0,0,0,24,333,0
161235,2034,1612,117,10,34752,7,2,1,0,0,26,275,43
161235,2033,1612,117,15,54432,9,5,1,1,0,34,460,42
161235,2032,1612,117,17,59718,10,6,1,1,0,53,519,42
161235,2031,1612,117,14,45630,8,5,1,1,0,35,361,42
161235,2030,1612,117,16,54409,14,2,0,0,0,33,464,43
161235,2029,1612,117,16,56706,9,5,2,1,0,41,480,40
161235,2028,1612,117,14,50335,9,3,2,0,0,36,410,42
161235,2027,4356,238,5,15434,3,1,1,0,0,9,145,42
161235,2026,4356,238,3,7604,1,2,0,1,0,8,63,40
161235,2025,4347,237,3,10718,1,2,0,0,0,9,90,40
161241,2034,1612,117,10,35472,6,4,0,0,0,25,276,45
161241,2033,1612,117,16,52722,9,4,3,0,0,50,419,43
161241,2032,1612,117,18,59838,11,5,2,2,1,44,507,41
161241,2031,1612,117,13,47292,8,3,2,0,0,30,369,42
161241,2030,4367,240,5,17143,4,0,1,0,0,10,133,43
161241,2029,4367,240,4,14400,2,1,1,1,0,10,128,42
161241,2028,4358,239,3,10800,2,0,1,0,0,7,93,42
161241,2027,4349,238,3,10747,2,1,0,0,1,6,85,40
161241,2026,4349,238,3,10800,3,0,0,0,0,4,86,39
161241,2025,4340,237,4,14013,0,3,1,0,0,9,119,42
161248,2034,1612,117,8,25659,3,4,1,1,0,21,199,48
161248,2033,1612,117,18,62907,12,5,1,2,0,41,513,46
161248,2032,1612,117,20,67968,17,3,0,0,0,42,547,46
161248,2031,1612,117,17,57993,9,6,2,0,0,39,505,46
161248,2030,1612,117,16,52385,10,6,0,2,0,42,451,44
161248,2029,1612,117,17,58077,12,3,2,1,0,44,489,44
161248,2028,1612,117,17,62431,12,4,1,1,0,50,521,41
161248,2027,4351,238,5,17503,3,1,1,0,0,7,141,40
161248,2026,4351,238,3,9465,2,1,0,0,0,6,86,39
