League Id,Date,Type,Game Id,PlayerId,TeamId,Game Rating,SA,GA,SV,SV%,TOI,PIM
0,2003-10-2,Pre-Season,1408,2212,12,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1408,2213,12,100,33,0,33,1.000,3600000,0
0,2003-10-2,Pre-Season,1398,412,31,94,30,1,29,.967,3600000,0
0,2003-10-2,Pre-Season,1398,1188,34,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1398,1318,34,58,37,5,32,.865,3600000,0
0,2003-10-2,Pre-Season,1398,2086,31,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1406,1128,3,64,22,2,20,.909,3600000,0
0,2003-10-2,Pre-Season,1406,1389,35,57,31,4,27,.871,3539000,0
0,2003-10-2,Pre-Season,1406,1602,3,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1406,2013,35,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1390,458,17,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1390,1150,17,20,28,6,22,.786,3600000,0
0,2003-10-2,Pre-Season,1390,1265,23,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1390,2037,23,81,31,2,29,.935,3600000,0
0,2003-10-2,Pre-Season,1382,1174,26,0,0,0,0,.00nan,0,0
0,2003-10-2,Pre-Season,1382,1215,26,70,32,2,30,.938,3586000,0
